student_id,ENG-10,ENG-90,MAT-100,HIS-10,HIS-20,HIS-70,BIO-100,CHE-100,PHY-50,PHY-30,PHY-20,ECO-70,ECO-20,ECO-10,GEO-100,ART-30,ART-70,CSC-30,CSC-20,CSC-50,MUS-30,MUS-70,BUS-20,BUS-10,BUS-70,PSY-40,PSY-30,PSY-20,PSY-10,SOC-10,SOC-60,SOC-30,LAW-90,LAW-10,MED-100,LIN-20,LIN-40,LIN-10,LIN-30,PHI-50,PHI-20,PHI-30,POL-10,POL-40,POL-30,POL-20,STA-50,STA-30,STA-20
A0851,,,,,,,,,31,17,13,,,,49,,,,,,,,15,7,60,,,,,,,,,,71,,,,,,,,9,33,22,16,,,
A0852,,,,5,12,40,,,,,,,,,,26,47,,,,,,,,,31,26,15,8,6,41,21,,,,,,,,30,15,16,,,,,38,21,15
A0853,,,81,,,,55,,,,,,,,,15,45,,,,,,,,,,,,,,,,61,7,,,,,,24,14,17,6,24,17,12,,,
A0854,,,,,,,54,,,,,,,,86,,,,,,20,36,10,6,43,,,,,,,,,,,,,,,,,,,,,,,,
A0855,,,,,,,66,,,,,,,,,,,,,,,,,,,23,23,14,7,,,,,,,,,,,,,,,,,,,,
A0856,,,,,,,,,,,,56,15,8,,,,,,,,,16,9,47,,,,,,,,49,5,60,,,,,36,13,22,,,,,,,
A0857,,,,,,,,73,,,,,,,,,,,,,,,10,5,38,28,22,14,6,,,,,,,,,,,,,,,,,,,,
A0858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,6,23,15,14,,,
A0859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,27,16,11
A0860,,,,,,,,,31,18,13,45,14,7,,22,46,,,,,,,,,,,,,5,33,18,,,,,,,,,,,7,28,19,16,,,
A0861,,,86,,,,,96,33,23,13,,,,,,,27,17,43,,,,,,,,,,,,,,,,15,33,8,17,,,,6,22,20,14,29,17,12
A0862,,,75,7,15,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,13,22,7,20,,,,5,24,18,13,,,
A0863,,,,,,,,,,,,,,,60,,,26,18,44,,,,,,,,,,,,,,,,,,,,,,,7,30,20,17,,,
A0864,,,,,,,,,,,,,,,,25,54,,,,,,,,,,,,,,,,,,,,,,,,,,7,36,24,14,,,
A0865,,,,,,,,73,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0866,,,,,,,,,,,,,,,,,,,,,,,16,8,59,,,,,,,,,,,,,,,41,14,22,9,34,17,14,28,16,11
A0867,,,,,,,,70,,,,45,13,6,,,,,,,,,,,,,,,,6,41,22,59,6,,15,32,7,21,,,,,,,,,,
A0868,,,,,,,,100,39,21,12,48,14,6,,,,,,,,,,,,24,21,14,7,,,,,,,16,32,9,20,25,14,17,8,26,18,15,,,
A0869,8,64,,,,,67,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,15,30,9,27,,,,7,15,20,13,,,
A0870,7,46,80,,,,,,,,,,,,,,,,,,,,,,,31,23,15,8,,,,63,7,,,,,,23,8,20,8,37,24,16,,,
A0871,,,,5,13,49,,,,,,,,,,,,,,,17,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0872,6,59,,6,10,50,,,,,,46,14,7,,,,,,,,,13,6,44,,,,,,,,,,,,,,,,,,,,,,,,
A0873,5,42,,6,12,38,,67,,,,,,,,,,,,,,,,,,,,,,,,,69,6,,20,40,10,30,32,12,16,7,34,20,13,,,
A0874,,,88,,,,77,,,,,,,,,,,,,,15,45,,,,,,,,8,39,21,,,,,,,,33,12,21,7,28,20,14,,,
A0875,,,,6,8,44,,,,,,,,,,,,,,,,,,,,,,,,5,36,18,,,,,,,,,,,7,24,18,11,,,
A0876,,,,,,,,98,38,18,12,,,,,,,,,,,,,,,,,,,5,26,13,63,7,,,,,,,,,,,,,,,
A0877,,,,,,,,,,,,,,,69,18,38,,,,,,19,8,68,,,,,,,,,,,,,,,,,,,,,,,,
A0878,,,,,,,,,,,,,,,,,,,,,,,,,,23,20,13,8,,,,,,,18,29,8,26,,,,,,,,,,
A0879,,,,,,,,,,,,,,,,21,52,28,16,37,,,,,,,,,,,,,49,5,,20,40,10,27,23,12,17,,,,,,,
A0880,,,58,,,,80,69,35,20,13,,,,,,,,,,,,,,,25,21,16,7,,,,,,,,,,,33,13,24,6,23,14,10,,,
A0881,,,,7,17,50,,,30,17,13,,,,,,,,,,,,,,,,,,,,,,,,,13,28,6,22,,,,,,,,31,18,14
A0882,,,79,,,,,,,,,,,,,,,,,,,,,,,31,28,16,8,,,,,,,,,,,,,,,,,,,,
A0883,6,54,68,,,,,,33,21,11,53,16,9,,,,,,,,,,,,29,20,14,7,,,,,,,,,,,,,,7,25,21,13,,,
A0884,,,87,,,,,,,,,,,,,,,,,,,,11,6,35,,,,,,,,,,,17,26,7,22,,,,,,,,,,
A0885,6,64,,,,,67,,31,23,15,,,,,,,,,,,,,,,,,,,,,,,,,14,22,7,17,,,,,,,,,,
A0886,,,,,,,,60,,,,55,16,9,,,,,,,,,,,,23,19,10,7,,,,,,52,,,,,34,13,25,7,29,18,16,,,
A0887,,,,,,,,,37,25,14,,,,,,,,,,,,,,,28,18,13,6,,,,,,,,,,,,,,6,28,18,14,,,
A0888,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,24,16,10,,,
A0889,6,60,,7,14,51,,,,,,,,,,,,,,,,,,,,32,24,16,8,,,,,,,,,,,,,,,,,,,,
A0890,,,,,,,,74,,,,,,,,,,19,13,32,,,,,,,,,,,,,,,,,,,,,,,7,32,25,16,,,
A0891,,,,,,,,,,,,,,,,,,,,,,,,,,21,18,9,6,,,,,,58,,,,,,,,,,,,,,
A0892,,,,5,11,46,,,,,,,,,59,,,26,14,40,,,,,,,,,,,,,,,,,,,,36,19,18,,,,,,,
A0893,,,,5,15,52,65,77,,,,,,,64,,,,,,,,,,,,,,,,,,62,7,64,,,,,32,14,20,,,,,,,
A0894,,,,,,,,,,,,,,,,24,52,,,,,,,,,,,,,7,45,17,67,6,,,,,,18,7,8,,,,,,,
A0895,6,45,,,,,,,,,,,,,44,,,23,19,39,17,50,,,,,,,,,,,,,,16,33,8,20,,,,,,,,,,
A0896,5,63,,,,,,78,,,,,,,,15,40,,,,,,,,,,,,,5,42,19,,,,,,,,,,,,,,,35,15,10
A0897,7,48,71,,,,,,,,,,,,,23,59,,,,,,,,,,,,,6,43,20,,,,,,,,,,,,,,,29,22,17
A0898,,,,,,,,,,,,,,,,21,51,,,,,,,,,,,,,5,24,16,48,6,,,,,,,,,,,,,33,18,12
A0899,,,,,,,,68,38,24,15,44,14,7,,15,48,,,,,,,,,,,,,3,28,14,,,85,,,,,,,,,,,,,,
A0900,,,,,,,62,,,,,,,,,24,58,29,17,42,,,14,7,52,25,19,14,6,,,,,,,,,,,27,12,17,,,,,,,
A0901,4,26,,8,13,51,,,,,,47,14,8,,,,,,,,,,,,35,25,17,6,,,,72,8,,,,,,,,,,,,,,,
A0902,,,61,,,,,,47,27,18,,,,,18,33,,,,19,45,,,,27,21,16,8,,,,62,8,61,,,,,,,,,,,,,,
A0903,,,,,,,,,29,16,10,,,,,,,21,13,35,21,53,,,,,,,,,,,62,7,,,,,,,,,6,21,16,12,,,
A0904,,,62,6,14,47,,,34,16,14,,,,,,,,,,,,,,,,,,,,,,60,5,,,,,,45,15,24,,,,,19,11,8
A0905,,,88,,,,62,,,,,,,,69,,,21,16,43,20,51,,,,,,,,6,43,25,,,,,,,,,,,7,29,19,14,,,
A0906,,,,,,,,,46,26,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,21,13,9,,,
A0907,,,,4,14,38,,,,,,56,13,6,,,,,,,,,,,,28,22,15,6,,,,65,8,66,,,,,,,,,,,,,,
A0908,,,,,,,,85,,,,,,,,22,55,,,,16,47,,,,34,21,15,8,,,,,,63,,,,,,,,,,,,,,
A0909,,,,,,,,,,,,,,,66,,,,,,,,15,6,46,,,,,,,,,,,,,,,,,,,,,,,,
A0910,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,8,,14,29,7,22,,,,,,,,,,
A0911,,,,,,,47,,38,22,15,,,,,,,,,,26,48,,,,,,,,,,,,,,,,,,33,10,18,,,,,,,
A0912,,,73,,,,70,,31,18,14,,,,,,,,,,,,9,6,53,,,,,,,,,,,,,,,,,,,,,,,,
A0913,,,,,,,,81,,,,,,,,,,,,,,,,,,33,24,12,8,6,33,19,,,81,,,,,,,,,,,,,,
A0914,3,44,,,,,77,,,,,,,,,,,,,,,,15,8,59,,,,,,,,,,,,,,,,,,,,,,,,
A0915,5,49,,4,8,35,,,33,21,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,17,10
A0916,,,,6,13,44,,,32,19,13,49,14,7,70,,,,,,,,19,10,67,,,,,7,41,20,,,,,,,,,,,,,,,,,
A0917,,,,,,,,70,,,,48,17,8,,,,26,19,47,,,,,,31,25,14,8,6,30,18,,,,,,,,,,,,,,,,,
A0918,,,56,6,11,35,,65,,,,33,11,6,,,,23,17,33,,,18,10,57,,,,,5,31,19,,,,,,,,,,,,,,,,,
A0919,,,,4,11,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,
A0920,,,,4,9,30,,,39,18,13,,,,,23,52,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,
A0921,,,72,,,,66,,40,22,16,,,,,21,40,,,,,,,,,,,,,,,,61,9,,,,,,,,,6,28,21,16,,,
A0922,,,,6,13,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,35,10,14,,,,,,,
A0923,,,,5,12,40,,,,,,,,,,,,,,,,,14,8,52,27,20,15,7,,,,54,7,,,,,,25,9,13,,,,,,,
A0924,6,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,32,9,23,,,,,,,,,,
A0925,,,78,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,71,7,,,,,,,,,6,22,16,9,,,
A0926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,45,19,,,80,,,,,,,,,,,,27,17,11
A0927,,,,,,,,,,,,,,,,,,,,,,,,,,23,21,15,7,,,,,,65,,,,,,,,,,,,,,
A0928,,,,,,,,,,,,,,,,,,,,,20,33,,,,,,,,,,,,,,,,,,,,,,,,,23,17,11
A0929,5,43,,6,13,35,,,,,,,,,,,,,,,,,,,,35,23,14,9,6,38,14,68,6,,,,,,32,16,20,,,,,,,
A0930,4,38,,7,15,50,,,,,,,,,,,,25,16,47,,,,,,,,,,8,46,23,62,8,,,,,,,,,,,,,,,
A0931,7,55,,8,13,53,,,40,19,14,,,,,,,,,,17,37,,,,30,21,14,8,,,,,,,,,,,,,,,,,,,,
A0932,6,49,,,,,,,,,,,,,,22,53,,,,,,,,,25,18,10,5,,,,,,,12,25,8,17,31,10,17,,,,,,,
A0933,,,65,,,,,,,,,,,,,,,28,20,40,,,,,,,,,,6,42,18,,,,,,,,,,,,,,,,,
A0934,,,,,,,,,28,22,11,,,,,,,28,16,40,16,44,,,,,,,,,,,,,,,,,,30,13,17,,,,,30,21,11
A0935,5,57,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,15,20,,,,,,,
A0936,,,,,,,,,,,,42,11,5,,20,47,,,,17,37,,,,,,,,,,,,,,,,,,,,,,,,,23,17,11
A0937,6,73,,6,11,50,,,,,,48,14,8,,,,,,,,,,,,,,,,7,44,24,,,,,,,,,,,,,,,,,
A0938,,,71,,,,,,,,,,,,56,,,24,18,48,,,17,7,63,30,13,16,7,,,,,,,16,29,7,24,31,11,19,,,,,,,
A0939,,,,6,8,42,,,,,,,,,,,,27,16,41,,,,,,,,,,7,38,19,,,,17,25,7,20,,,,,,,,33,20,10
A0940,,,,,,,,68,,,,,,,69,,,,,,,,,,,33,21,11,6,,,,,,,,,,,,,,7,26,23,17,,,
A0941,,,,,,,67,,,,,,,,95,,,,,,22,66,,,,,,,,,,,,,,,,,,,,,,,,,36,21,15
A0942,,,,4,7,31,,,,,,,,,,,,26,19,39,,,,,,,,,,,,,,,,,,,,,,,,,,,34,17,15
A0943,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,14,18,7,26,21,12,,,
A0944,6,65,,,,,,,43,28,20,,,,87,,,21,14,35,16,49,,,,,,,,,,,,,,,,,,,,,8,30,22,15,,,
A0945,6,48,,,,,,80,,,,,,,,,,25,16,39,21,61,,,,,,,,,,,,,61,,,,,30,12,21,,,,,,,
A0946,,,73,6,12,46,,71,36,23,14,,,,,,,19,11,29,29,70,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,22,11,,,70,,,,,,,,,,,,,,
A0948,,,,6,14,49,,,32,20,16,,,,56,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,
A0949,,,,,,,,,,,,,,,,,,,,,18,43,,,,,,,,,,,54,6,,,,,,,,,,,,,,,
A0950,7,36,,,,,,,,,,,,,,,,16,13,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0951,5,45,,5,14,38,69,90,27,22,11,,,,,,,,,,20,45,,,,,,,,,,,,,,,,,,25,10,19,,,,,,,
A0952,,,,,,,,,,,,,,,57,,,,,,24,64,,,,,,,,7,29,17,,,,,,,,,,,,,,,,,
A0953,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,14,32,6,18,,,,9,35,26,17,22,12,9
A0954,,,,,,,,,33,19,16,,,,,,,,,,20,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0955,,,,,,,,,,,,,,,71,,,,,,19,45,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0956,,,90,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,35,13,15,,,,,,,
A0957,,,,,,,,74,34,18,12,,,,64,,,,,,,,,,,,,,,7,33,17,,,,,,,,,,,,,,,29,18,12
A0958,,,,,,,,,,,,,,,66,,,,,,,,,,,31,22,15,9,,,,,,,,,,,,,,,,,,,,
A0959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,14,20,,,,,29,17,12
A0960,,,,,,,,,,,,,,,,16,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,19,11
A0961,,,,,,,,,30,23,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,25,19,16,,,
A0962,,,86,,,,,76,,,,,,,,,,,,,19,42,,,,,,,,,,,,,,,,,,,,,6,27,15,11,,,
A0963,,,,,,,,,,,,,,,,,,23,16,38,20,48,,,,34,23,17,8,,,,,,,,,,,27,12,17,,,,,,,
A0964,8,70,,,,,70,73,37,24,14,,,,,,,,,,,,,,,32,21,13,6,6,35,17,,,,,,,,,,,,,,,31,22,14
A0965,5,42,,,,,49,,,,,41,8,5,,,,25,19,39,22,60,15,8,46,,,,,,,,51,6,,,,,,,,,,,,,,,
A0966,,,63,,,,,,41,19,15,,,,70,,,,,,,,,,,,,,,,,,74,9,,,,,,,,,,,,,,,
A0967,,,,,,,,,,,,55,11,6,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,31,18,10
A0968,,,,,,,,,42,24,16,,,,,20,50,,,,,,,,,27,26,15,7,,,,,,,,,,,29,12,20,8,26,21,15,,,
A0969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,29,21,12,20,16,9
A0970,,,,8,12,50,,,,,,37,12,7,80,,,,,,20,46,,,,,,,,6,45,21,,,,,,,,,,,,,,,,,
A0971,8,72,73,,,,,,,,,,,,,,,27,17,44,,,,,,25,19,12,6,,,,,,79,,,,,33,14,19,8,33,22,18,,,
A0972,,,,5,10,34,,73,,,,,,,,18,50,,,,,,14,7,47,25,20,12,7,4,19,13,,,,,,,,,,,,,,,,,
A0973,,,,,,,77,69,,,,47,14,6,,,,20,14,36,,,,,,,,,,7,44,18,,,,,,,,23,8,14,,,,,,,
A0974,,,,,,,,64,38,25,13,35,10,4,60,,,20,13,38,,,,,,,,,,,,,,,,17,35,8,25,,,,6,27,19,11,,,
A0975,6,54,,,,,,,,,,,,,,13,39,,,,,,,,,19,16,10,5,,,,,,,,,,,36,14,21,6,21,16,13,,,
A0976,,,,,,,,,,,,,,,,25,52,,,,19,53,,,,,,,,5,30,24,,,48,15,28,7,24,,,,,,,,,,
A0977,,,70,7,11,41,,,,,,,,,,,,,,,,,16,8,59,,,,,8,48,22,,,,,,,,,,,,,,,,,
A0978,6,50,,,,,,,,,,,,,73,,,,,,18,46,,,,,,,,,,,,,79,16,33,7,22,,,,,,,,,,
A0979,,,,,,,,,,,,,,,,21,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,18,13
A0980,,,,,,,,85,,,,,,,,22,42,,,,13,31,,,,,,,,,,,,,54,,,,,,,,8,33,24,14,,,
A0981,6,60,,,,,,,,,,,,,,30,68,,,,,,,,,,,,,,,,,,,,,,,,,,7,24,18,12,,,
A0982,,,,4,9,36,,,,,,,,,,,,,,,,,15,8,56,,,,,,,,,,,16,31,7,21,,,,,,,,,,
A0983,,,,7,16,61,,,,,,,,,,,,22,16,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0984,,,,,,,,,,,,,,,,22,58,,,,,,,,,36,26,16,8,,,,,,,16,32,8,26,,,,,,,,24,14,8
A0985,8,56,,,,,,,,,,,,,,,,,,,,,,,,21,15,13,6,,,,,,,,,,,,,,7,28,24,15,,,
A0986,5,51,,,,,,,,,,,,,,,,28,19,46,,,,,,,,,,6,40,20,,,,,,,,,,,9,26,21,16,,,
A0987,,,78,,,,,,,,,,,,,21,47,,,,,,,,,,,,,,,,80,8,,,,,,26,12,20,,,,,,,
A0988,,,77,,,,,,,,,39,11,7,,23,58,,,,,,,,,,,,,,,,51,7,,,,,,41,15,21,,,,,25,13,10
A0989,6,51,,,,,69,,30,17,14,,,,,,,,,,21,50,,,,,,,,,,,,,,,,,,,,,,,,,23,16,12
A0990,,,67,,,,62,58,,,,,,,,,,,,,,,,,,,,,,,,,68,7,,,,,,,,,6,25,18,11,27,16,11
A0991,6,60,,,,,,,,,,48,14,7,55,,,,,,16,40,15,8,47,27,21,17,7,,,,59,7,,,,,,,,,,,,,,,
A0992,,,,8,14,53,,,,,,,,,,,,21,12,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0993,,,,,,,,,,,,,,,,,,,,,,,,,,26,19,9,7,,,,63,7,,,,,,29,14,18,,,,,,,
A0994,,,,,,,,,,,,,,,,21,55,,,,,,12,7,41,,,,,8,38,17,,,,15,24,8,20,,,,,,,,,,
A0995,,,,,,,54,,,,,,,,,,,,,,,,18,10,55,,,,,,,,,,55,,,,,,,,,,,,,,
A0996,,,79,6,12,36,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0997,,,,6,13,47,,,,,,,,,,22,46,,,,,,15,8,59,,,,,,,,,,,,,,,28,12,18,,,,,,,
A0998,7,57,,7,15,40,51,,,,,,,,71,21,49,,,,,,,,,,,,,7,32,20,,,69,,,,,,,,,,,,,,
A0999,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,22,16,13,,,
A1000,8,66,,,,,89,,36,15,15,,,,,26,55,,,,,,17,10,70,27,24,13,7,,,,,,62,,,,,,,,,,,,,,
